experiment_id,subaction_index,narration_id,narration,frame_0_based,frame_1_based,hand,ref_idx,ref_frame_1_based,contact_points,trajectory_points,sample_score,sample_dir,reference_frame,label_heatmap_png,label_heatmap_overlay,vrb_style_affordance,problem3_full_overlay,problem3_crop
E3,0,P01_109_0,grab rucksack,78.0,79.0,left,67.0,68.0,109,6,6.775426356589147,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_00_P01_109_0/frame_000078_left,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_00_P01_109_0/frame_000078_left/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_00_P01_109_0/frame_000078_left/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_00_P01_109_0/frame_000078_left/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_00_P01_109_0/frame_000078_left/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_00_P01_109_0/frame_000078_left/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_00_P01_109_0/frame_000078_left/diagnostics/problem3_ref_crop.png
E3,20,P01_109_20,close door,1863.0,1864.0,right,1798.0,1799.0,83,6,5.836839826839826,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001863_right,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001863_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001863_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001863_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001863_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001863_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001863_right/diagnostics/problem3_ref_crop.png
E3,20,P01_109_20,close door,1908.0,1909.0,right,1895.0,1896.0,42,6,5.666862745098039,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001908_right,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001908_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001908_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001908_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001908_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001908_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001908_right/diagnostics/problem3_ref_crop.png
E3,21,P01_109_21,pick up cup,2088.0,2089.0,left,2076.0,2077.0,213,3,6.0798907103825135,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_21_P01_109_21/frame_002088_left,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_21_P01_109_21/frame_002088_left/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_21_P01_109_21/frame_002088_left/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_21_P01_109_21/frame_002088_left/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_21_P01_109_21/frame_002088_left/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_21_P01_109_21/frame_002088_left/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_21_P01_109_21/frame_002088_left/diagnostics/problem3_ref_crop.png
E3,22,P01_109_22,put down cup,2142.0,2143.0,right,2140.0,2141.0,241,6,9.757396449704142,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/diagnostics/problem3_ref_crop.png
E3,22,P01_109_22,put down cup,2148.0,2149.0,right,2140.0,2141.0,126,6,7.397396449704142,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002148_right,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002148_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002148_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002148_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002148_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002148_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002148_right/diagnostics/problem3_ref_crop.png
E3,22,P01_109_22,put down cup,2154.0,2155.0,right,2140.0,2141.0,111,6,7.037396449704143,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002154_right,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002154_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002154_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002154_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002154_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002154_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002154_right/diagnostics/problem3_ref_crop.png
E3,24,P01_109_24,open drawer,2268.0,2269.0,right,2257.0,2258.0,46,6,5.784431818181818,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_24_P01_109_24/frame_002268_right,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_24_P01_109_24/frame_002268_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_24_P01_109_24/frame_002268_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_24_P01_109_24/frame_002268_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_24_P01_109_24/frame_002268_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_24_P01_109_24/frame_002268_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_24_P01_109_24/frame_002268_right/diagnostics/problem3_ref_crop.png
E3,27,P01_109_27,pour hand wash,2468.0,2469.0,right,2434.0,2435.0,19,6,4.988586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002468_right,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002468_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002468_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002468_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002468_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002468_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002468_right/diagnostics/problem3_ref_crop.png
E3,27,P01_109_27,pour hand wash,2470.0,2471.0,right,2434.0,2435.0,18,6,4.948586118251927,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002470_right,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002470_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002470_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002470_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002470_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002470_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002470_right/diagnostics/problem3_ref_crop.png
