experiment_id,experiment_name,subaction_index,narration_id,narration,verb,noun,all_nouns,frames_1_based,subaction_new_contact_count,candidates,cell2_pass,ref_found,homography_available,geometry_pass,heatmap_pass,final_samples,best_frame_0_based,best_ref_idx,best_score,best_sample_dir,best_episode_contact_start_frame_0_based,best_candidate_frame_offset_from_episode_start,main_failure,episode_decision,episode_final_label,episode_id,episode_reason
E13,E13_engineered_homography_projection,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79-126,3,7,6,3,3,3,3,3,90.0,87.0,7.9754545454545465,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_00_P01_109_0/episode_01_left/frame_000090_left,88.0,2.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,1,P01_109_1,open rucksack,open,rucksack,['rucksack'],153-226,8,20,19,9,9,8,8,8,177.0,174.0,7.624285714285715,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_01_P01_109_1/episode_04_left/frame_000177_left,175.0,2.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,2,P01_109_2,pick up eggs,pick-up,egg,['egg'],252-319,1,3,0,0,0,0,0,0,,,,,,,contact_points_lt5_after_object_boundary_filter,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,3,P01_109_3,put down eggs,put-down,egg,['egg'],319-374,3,9,9,6,6,2,2,2,370.0,368.0,8.328292682926831,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_03_P01_109_3/episode_02_left/frame_000370_left,369.0,1.0,no_reference_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,4,P01_109_4,pick up onion and potato,pick-up,onion,"['onion', 'potato']",424-475,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,5,P01_109_5,put down onion and potato,put-down,onion,"['onion', 'potato']",480-523,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,6,P01_109_8,pick up potato,pick-up,potato,['potato'],500-622,2,6,6,3,3,0,0,0,,,,,,,no_reference_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,7,P01_109_6,pick up potatoes,pick-up,potato,['potato'],543-579,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,8,P01_109_7,put down potatoes,put-down,potato,['potato'],550-734,9,21,19,5,5,2,2,2,720.0,719.0,6.147777777777778,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_08_P01_109_7/episode_09_left/frame_000720_left,720.0,0.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,9,P01_109_9,put down potato,put-down,potato,['potato'],625-752,11,27,23,9,9,6,6,6,735.0,733.0,7.6454545454545455,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_09_P01_109_9/episode_11_right/frame_000735_right,734.0,1.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,10,P01_109_10,pick up beers,pick-up,beer,['beer'],738-845,3,9,4,1,1,0,0,0,,,,,,,contact_points_lt5_after_object_boundary_filter,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,11,P01_109_11,open freezer,open,freezer,['freezer'],876-1022,2,6,0,0,0,0,0,0,,,,,,,missing_hand_or_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,12,P01_109_12,open drawer,open,drawer,['drawer'],1045-1123,1,3,3,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,13,P01_109_13,put beer into drawer,put-into,beer,"['beer', 'drawer']",1139-1353,14,36,22,13,13,7,7,7,1271.0,1270.0,8.280340136054422,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_13_P01_109_13/episode_07_right/frame_001271_right,1271.0,0.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,14,P01_109_14,put beer into drawer,put-into,beer,"['beer', 'drawer']",1230-1283,4,12,8,5,5,4,4,4,1271.0,1270.0,8.280340136054422,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_14_P01_109_14/episode_04_right/frame_001271_right,1271.0,0.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,15,P01_109_15,put beer into drawer,put-into,beer,"['beer', 'drawer']",1298-1335,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,16,P01_109_16,close drawer,close,drawer,['drawer'],1345-1401,9,21,20,10,10,9,9,9,1390.0,1389.0,8.56380281690141,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_16_P01_109_16/episode_09_right/frame_001390_right,1390.0,0.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,17,P01_109_17,close freezer,close,freezer,['freezer'],1419-1464,1,3,3,3,3,3,3,3,1422.0,1421.0,7.127171717171717,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left,1422.0,0.0,,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,18,P01_109_18,pick up rucksack,pick-up,rucksack,['rucksack'],1485-1527,4,8,7,7,7,7,7,7,1497.0,1495.0,9.75925925925926,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001497_right,1496.0,1.0,missing_hand_or_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,19,P01_109_19,put down rucksack,put-down,rucksack,['rucksack'],1657-1698,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,20,P01_109_20,close door,close,door,['door'],1812-1946,7,17,11,11,11,8,8,8,1829.0,1826.0,10.092178217821782,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001829_left,1827.0,2.0,missing_hand_or_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,21,P01_109_21,pick up cup,pick-up,cup,['cup'],2084-2120,2,6,1,1,1,0,0,0,,,,,,,missing_hand_or_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,22,P01_109_22,put down cup,put-down,cup,['cup'],2132-2193,2,6,5,5,5,3,3,3,2142.0,2141.0,9.753462897526502,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right,2142.0,0.0,no_reference_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,23,P01_109_23,pick up spoon,pick-up,spoon,['spoon'],2206-2236,1,3,2,2,2,0,0,0,,,,,,,no_reference_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,24,P01_109_24,open drawer,open,drawer,['drawer'],2269-2332,1,3,3,3,3,0,0,0,,,,,,,no_reference_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,25,P01_109_25,put spoon into drawer,put-into,spoon,"['spoon', 'drawer']",2336-2378,4,8,8,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,26,P01_109_26,close drawer,close,drawer,['drawer'],2377-2410,0,1,0,0,0,0,0,0,,,,,,,no_smoothed_contact_in_subaction,no_contact_candidate,no_contact_candidate,,no_smoothed_contact_in_subaction
E13,E13_engineered_homography_projection,27,P01_109_27,pour hand wash,pour,wash:hand,['wash:hand'],2466-2505,3,9,6,6,6,2,2,2,2478.0,2475.0,5.58767441860465,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_27_P01_109_27/episode_02_right/frame_002478_right,2476.0,2.0,no_reference_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,28,P01_109_28,wash hands,wash,hand,['hand'],2478-2540,2,5,1,1,1,0,0,0,,,,,,,missing_hand_or_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,29,P01_109_29,turn on tap,turn-on,tap,['tap'],2545-2575,3,7,6,4,4,4,4,4,2573.0,2572.0,5.496666666666667,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_29_P01_109_29/episode_03_right/frame_002573_right,2573.0,0.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,30,P01_109_30,rinse hands,rinse,hand,['hand'],2579-2963,25,68,56,36,36,31,31,31,2749.0,2748.0,7.082340425531916,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_05_left/frame_002749_left,2749.0,0.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,31,P01_109_31,turn off tap,turn-off,tap,['tap'],2967-2989,2,6,5,5,5,2,2,2,2968.0,2967.0,5.274768683274022,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left,2968.0,0.0,projected_contact_too_far_from_reference_object_mask,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,32,P01_109_32,shake hands,shake,hand,['hand'],3001-3072,3,8,3,3,3,1,1,1,3009.0,3008.0,7.246666666666667,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left,3009.0,0.0,missing_hand_or_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,33,P01_109_33,pick up cloth,pick-up,cloth,['cloth'],3084-3140,3,9,7,7,7,3,3,3,3088.0,3087.0,5.822321981424149,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left,3088.0,0.0,missing_hand_or_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,34,P01_109_34,dry hands,dry,hand,['hand'],3094-3349,21,49,40,34,34,21,21,21,3176.0,3174.0,16.25,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_06_right/frame_003176_right,3175.0,1.0,no_reference_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,35,P01_109_35,put down cloth,put-down,cloth,['cloth'],3349-3372,2,6,5,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,36,P01_109_36,pick up potatoes,pick-up,potato,['potato'],3374-3496,3,7,6,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,37,P01_109_37,put down potatoes,put-down,potato,['potato'],3517-3552,1,2,2,2,2,0,0,0,,,,,,,no_reference_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,38,P01_109_38,move potatoes,move,potato,['potato'],3640-3706,1,3,3,3,3,3,3,3,3656.0,3653.0,6.761559633027522,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003656_left,3654.0,2.0,,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,39,P01_109_39,open cupboard,open,cupboard,['cupboard'],3719-3799,5,15,10,8,8,0,0,0,,,,,,,no_reference_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,40,P01_109_40,move pans,move,pan,['pan'],3826-4048,9,26,14,6,4,1,1,1,3855.0,3854.0,4.95,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_40_P01_109_40/episode_04_right/frame_003855_right,3855.0,0.0,missing_hand_or_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,41,P01_109_41,pick up pan,pick-up,pan,['pan'],4038-4098,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,42,P01_109_42,put down pan,put-down,pan,['pan'],4209-4280,1,3,3,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,43,P01_109_44,put down pan,put-down,pan,['pan'],4269-4353,1,3,3,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,44,P01_109_43,pick up pan,pick-up,pan,['pan'],4330-4386,2,6,6,3,3,1,1,1,4380.0,4379.0,7.336451612903226,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_01_right/frame_004380_right,4380.0,0.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
