experiment_id,subaction_index,narration_id,narration,verb,noun,all_nouns,start_frame,stop_frame,clipped_start_frame_0_based,clipped_stop_frame_0_based,candidate_index,frame_0_based,hand,candidate_source,raw_candidate_count,tried_candidate_count,contact_points,active_object_bbox,active_object_selection_score,mask_source_contact,mask_source_reference,tracker_backend,projection_method,articulated_object,final_quality_score,track_point_count,visible_point_count,affine_inlier_count,affine_inlier_ratio,affine_median_residual,projected_contact_inside_mask_count,projected_contact_to_mask_distance,reference_mask_area,object_track_status,object_track_length,object_track_confidence,track_break_reason,ref_idx,ref_selection_reason,reference_gap,projection_source,projection_status,projected_contact_inside_count,projected_contact_to_object_distance,reference_hand_overlap_ratio,local_flow_steps,local_flow_fb_error,local_flow_points,local_flow_inliers,local_flow_inlier_ratio,local_flow_weighted_residual,trajectory_status,status,fail_reason,sample_score,sample_dir,best_sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,trajectory_points,missing_trajectory_count,tracked_reference_object_bbox,label_heatmap_npy,label_heatmap_png,mask_projection_overlay,heatmap_shape,heatmap_mode,arrow_generated,is_final_tuple
E8,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,0.0,88.0,left,new_contact_episode,48,7,87,"[136.0, 148.0, 267.0, 240.0]",3.1833342505539615,grabcut_fallback,bbox_fallback,fallback_lk,cotracker_weighted_affine,False,1.0,36,35,35,1.0,0.7998815178871155,5,0.0,11808.0,success,89,0.34195768265117316,,87.0,pre_contact_gap_tracked_reference,1.0,cotracker_weighted_affine,success,5,0.0,0.08355555555555555,,,,,,,success,keep,,5.894670221130052,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/vrb_style_affordance.png,6.0,0.0,"[134.81, 147.24, 258.37, 243.24]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E8,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,1.0,89.0,left,new_contact_episode,48,7,134,"[129.0, 144.0, 269.0, 247.0]",3.184658851736931,grabcut_fallback,bbox_fallback,fallback_lk,cotracker_weighted_affine,False,0.93125,36,32,21,0.65625,2.516481399536133,5,0.0,14100.0,success,90,0.34195768265117316,,86.0,pre_contact_gap_tracked_reference,3.0,cotracker_weighted_affine,success,5,0.0,0.06586666666666667,,,,,,,success,keep,,5.599893058013916,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/vrb_style_affordance.png,6.0,0.0,"[125.8, 145.57, 267.12, 246.43]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E8,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,2.0,90.0,left,new_contact_episode,48,7,193,"[125.0, 145.0, 261.0, 241.0]",3.2687933065594894,grabcut_fallback,bbox_fallback,fallback_lk,cotracker_weighted_affine,False,0.9235294117647059,36,34,21,0.6176470588235294,1.0518462657928467,5,0.0,12250.0,success,91,0.34195768265117316,,87.0,pre_contact_gap_tracked_reference,3.0,cotracker_weighted_affine,success,5,0.0,0.08355555555555555,,,,,,,success,keep,,5.5883465728105275,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/vrb_style_affordance.png,6.0,0.0,"[133.71, 146.28, 258.57, 243.88]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E8,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,3.0,93.0,right,new_contact_episode,48,7,48,"[251.0, 198.0, 276.0, 242.0]",3.0114052509340876,grabcut_fallback,,,,False,,30,0,0,,,0,,,success,94,0.34195768265117316,,,,,,failed,0,,,,,,,,,not_run,discard,track_visibility_below_threshold,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_03_frame_000093_right,,,,,6.0,0.0,,,,,,,,False
E8,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,4.0,97.0,right,new_contact_episode,48,7,0,"[118.0, 143.0, 237.0, 248.0]",1.1262183844428197,,,,,False,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,contact_points_lt5_after_object_boundary_filter,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_04_frame_000097_right,,,,,,,,,,,,,,False
E8,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,5.0,98.0,right,new_contact_episode,48,7,109,"[248.0, 194.0, 275.0, 241.0]",4.074753229303543,grabcut_fallback,bbox_fallback,fallback_lk,cotracker_weighted_affine,False,1.0,36,36,36,1.0,0.9574967622756958,5,0.0,1479.0,success,99,0.34195768265117316,,97.0,earliest_reliable_tracked_reference_no_pre_gap,1.0,cotracker_weighted_affine,success,5,0.0,0.0672,,,,,,,success,keep,,5.8829750971317285,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/vrb_style_affordance.png,6.0,0.0,"[246.94, 195.24, 276.48, 246.19]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E8,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,6.0,99.0,right,new_contact_episode,48,7,59,"[252.0, 193.0, 277.0, 222.0]",2.8654014659123415,grabcut_fallback,bbox_fallback,fallback_lk,cotracker_weighted_affine,False,0.92,30,30,18,0.6,0.6205606460571289,5,0.0,1536.0,success,100,0.34195768265117316,,96.0,earliest_reliable_tracked_reference_no_pre_gap,3.0,cotracker_weighted_affine,success,5,0.0,0.05542222222222222,,,,,,,success,keep,,5.567722347284953,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/vrb_style_affordance.png,6.0,0.0,"[247.2, 196.82, 279.14, 245.35]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E8,1,P01_109_1,open rucksack,open,rucksack,['rucksack'],153,226,152.0,225.0,0.0,161.0,right,new_contact_episode,97,12,166,"[168.0, 103.0, 309.0, 254.0]",3.180574077954854,grabcut_fallback,bbox_fallback,fallback_lk,cotracker_weighted_affine,False,0.9882352941176471,36,34,32,0.9411764705882353,1.2555010318756104,5,0.0,21584.0,success,162,0.34195768265117316,,160.0,pre_contact_gap_tracked_reference,1.0,cotracker_weighted_affine,success,5,0.0,0.21026666666666666,,,,,,,success,keep,,5.615317321984907,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/vrb_style_affordance.png,6.0,0.0,"[166.77, 103.07, 309.04, 255.33]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E8,1,P01_109_1,open rucksack,open,rucksack,['rucksack'],153,226,152.0,225.0,1.0,166.0,right,new_contact_episode,97,12,102,"[167.0, 95.0, 304.0, 255.0]",3.163814324348027,grabcut_fallback,bbox_fallback,fallback_lk,cotracker_weighted_affine,False,1.0,36,35,35,1.0,0.8103233575820923,5,0.0,21128.0,success,167,0.34195768265117316,,165.0,pre_contact_gap_tracked_reference,1.0,cotracker_weighted_affine,success,5,0.0,0.24497777777777777,,,,,,,success,keep,,5.652223632605869,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/vrb_style_affordance.png,6.0,0.0,"[167.87, 99.01, 306.86, 251.45]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E8,1,P01_109_1,open rucksack,open,rucksack,['rucksack'],153,226,152.0,225.0,2.0,167.0,right,new_contact_episode,97,12,84,"[167.0, 94.0, 306.0, 256.0]",3.1969938726668183,grabcut_fallback,bbox_fallback,fallback_lk,cotracker_weighted_affine,False,0.9771428571428572,36,35,31,0.8857142857142857,1.131311297416687,5,0.0,21128.0,success,168,0.34195768265117316,,165.0,pre_contact_gap_tracked_reference,2.0,cotracker_weighted_affine,success,5,0.0,0.2523111111111111,,,,,,,success,keep,,5.539879708696547,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/vrb_style_affordance.png,6.0,0.0,"[167.81, 98.96, 307.2, 251.45]",/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
