subaction_index,narration_id,narration,verb,noun,episode_id_within_subaction,episode_contact_start_frame_0_based,frame_0_based,candidate_frame_offset_from_episode_start,hand,reference_mode,ref_idx,ref_gap,reference_anchor_gap,sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,problem3_full_overlay,problem3_crop
6,P01_109_8,pick up potato,pick-up,potato,1.0,527.0,527.0,0.0,right,closest_clean_pre_contact_humanless,511.0,16.0,16.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_06_P01_109_8/episode_01_right/frame_000527_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_06_P01_109_8/episode_01_right/frame_000527_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_06_P01_109_8/episode_01_right/frame_000527_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_06_P01_109_8/episode_01_right/frame_000527_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_06_P01_109_8/episode_01_right/frame_000527_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_06_P01_109_8/episode_01_right/frame_000527_right/diagnostics/problem3_ref_crop.png
12,P01_109_12,open drawer,open,drawer,1.0,1070.0,1070.0,0.0,left,closest_clean_pre_contact_active_hand_visible,1069.0,1.0,1.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/diagnostics/problem3_ref_crop.png
17,P01_109_17,close freezer,close,freezer,1.0,1422.0,1422.0,0.0,left,closest_clean_pre_contact_humanless,1420.0,2.0,2.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/diagnostics/problem3_ref_crop.png
20,P01_109_20,close door,close,door,1.0,1827.0,1827.0,0.0,left,closest_clean_pre_contact_humanless,1818.0,9.0,9.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/diagnostics/problem3_ref_crop.png
21,P01_109_21,pick up cup,pick-up,cup,1.0,2088.0,2088.0,0.0,left,closest_clean_pre_contact_humanless,2087.0,1.0,1.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/diagnostics/problem3_ref_crop.png
22,P01_109_22,put down cup,put-down,cup,1.0,2142.0,2142.0,0.0,right,closest_clean_pre_contact_humanless,2140.0,2.0,2.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/diagnostics/problem3_ref_crop.png
24,P01_109_24,open drawer,open,drawer,1.0,2325.0,2325.0,0.0,left,closest_clean_pre_contact_humanless,2311.0,14.0,14.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/diagnostics/problem3_ref_crop.png
25,P01_109_25,put spoon into drawer,put-into,spoon,1.0,2341.0,2341.0,0.0,right,closest_clean_pre_contact_humanless,2338.0,3.0,3.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/diagnostics/problem3_ref_crop.png
27,P01_109_27,pour hand wash,pour,wash:hand,1.0,2468.0,2468.0,0.0,right,closest_clean_pre_contact_active_hand_visible,2448.0,20.0,20.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/diagnostics/problem3_ref_crop.png
29,P01_109_29,turn on tap,turn-on,tap,1.0,2550.0,2550.0,0.0,right,closest_clean_pre_contact_humanless,2508.0,42.0,42.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,1.0,2708.0,2708.0,0.0,left,closest_clean_pre_contact_humanless,2603.0,105.0,105.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/diagnostics/problem3_ref_crop.png
33,P01_109_33,pick up cloth,pick-up,cloth,1.0,3088.0,3088.0,0.0,left,closest_clean_pre_contact_humanless,3086.0,2.0,2.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/diagnostics/problem3_ref_crop.png
