experiment_id,subaction_index,narration_id,narration,verb,noun,all_nouns,start_frame,stop_frame,clipped_start_frame_0_based,clipped_stop_frame_0_based,candidate_index,frame_0_based,hand,candidate_source,raw_candidate_count,tried_candidate_count,contact_points,active_object_bbox,active_object_selection_score,mask_source_contact,mask_source_reference,tracker_backend,cotracker_init_status,cotracker_init_error,contact_part_prior,contact_part_mask_area,contact_part_mask_area_ratio,reference_part_mask_area,reference_part_mask_area_ratio,part_gate_passed,part_inside_count,part_distance,part_gate_source,part_tracking_point_count,whole_boundary_fallback_point_count,projection_method,articulated_object,final_quality_score,track_point_count,visible_point_count,affine_inlier_count,affine_inlier_ratio,affine_median_residual,projected_contact_inside_mask_count,projected_contact_to_mask_distance,reference_mask_area,object_track_status,object_track_length,object_track_confidence,track_break_reason,ref_idx,ref_selection_reason,reference_gap,projection_source,projection_status,projected_contact_inside_count,projected_contact_to_object_distance,reference_hand_overlap_ratio,reference_global_hand_count,reference_hand_area_ratio,reference_object_hand_overlap_ratio,reference_contact_crop_hand_overlap_ratio,reference_contact_part_hand_overlap_ratio,reference_hand_to_object_distance,reference_hand_to_contact_part_distance,reference_target_visible_score,reference_clean_class,reference_clean_score,reference_selection_tier,local_flow_steps,local_flow_fb_error,local_flow_points,local_flow_inliers,local_flow_inlier_ratio,local_flow_weighted_residual,trajectory_status,status,fail_reason,sample_score,sample_dir,best_sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,trajectory_points,missing_trajectory_count,tracked_reference_object_bbox,label_heatmap_npy,label_heatmap_png,mask_projection_overlay,heatmap_shape,heatmap_mode,arrow_generated,is_final_tuple
E12,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,0.0,88.0,left,new_contact_episode,48,7,87,"[136.0, 148.0, 267.0, 240.0]",3.1833342505539615,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,6444,0.7983151635282458,7591.0,0.5383687943262412,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,False,0.9916129032258065,36,31,29,0.9354838709677419,0.9823153018951416,5,0.0,14100.0,success,89,0.34195768265117316,,86.0,pre_contact_gap_tracked_reference;target_aware_clean_rank,2.0,contact_part_local_affine,success,5,0.0,0.06586666666666667,1.0,0.0126953125,0.1051063829787234,0.06586666666666667,0.15228560137004346,0.0,0.0,0.7237363282947051,target_occluded_by_hand,-1.9266903097488794,tier_4_target_occluded_by_hand,,,,,,,success,keep,,4.492485392484589,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/vrb_style_affordance.png,6.0,0.0,"[126.03, 145.74, 267.04, 246.2]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_00_frame_000088_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E12,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,1.0,89.0,left,new_contact_episode,48,7,134,"[129.0, 144.0, 269.0, 247.0]",3.184658851736931,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,7432,0.8209433337015354,8626.0,0.60571589073801,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,False,0.9796875,36,32,27,0.84375,1.2867217063903809,5,0.0,14241.0,success,90,0.34195768265117316,,86.0,pre_contact_gap_tracked_reference;target_aware_clean_rank,3.0,contact_part_local_affine,success,5,0.0,0.06586666666666667,1.0,0.0126953125,0.10406572572150832,0.06586666666666667,0.17180616740088106,0.0,0.0,0.6970319302058615,target_occluded_by_hand,-1.9605785398957292,tier_4_target_occluded_by_hand,,,,,,,success,keep,,4.38750730891256,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/vrb_style_affordance.png,6.0,0.0,"[125.73, 145.45, 267.19, 246.47]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_01_frame_000089_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E12,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,2.0,90.0,left,new_contact_episode,48,7,193,"[125.0, 145.0, 261.0, 241.0]",3.2687933065594894,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,7424,0.8633562042097919,9327.0,0.6549399620813146,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,False,0.9579411764705882,36,34,23,0.6764705882352942,1.1086910963058472,5,0.0,14241.0,success,91,0.34195768265117316,,86.0,pre_contact_gap_tracked_reference;target_aware_clean_rank,4.0,contact_part_local_affine,success,5,0.0,0.06586666666666667,1.0,0.0126953125,0.10406572572150832,0.06586666666666667,0.15889353489868124,0.0,0.0,0.7151096157089413,target_occluded_by_hand,-1.9373358013917694,tier_4_target_occluded_by_hand,,,,,,,success,keep,,4.308050524542584,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/vrb_style_affordance.png,6.0,0.0,"[125.69, 145.44, 267.09, 246.37]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_02_frame_000090_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E12,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,3.0,93.0,right,new_contact_episode,48,7,48,"[251.0, 198.0, 276.0, 242.0]",3.0114052509340876,grabcut_fallback,,,,,contact_local_boundary,854,1.0,,,,0,,,26,0,,False,,36,0,0,,,0,,,success,94,0.34195768265117316,,,,,,failed,0,,,,,,,,,,,,,,,,,,,,not_run,discard,track_visibility_below_threshold,,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_03_frame_000093_right,,,,,6.0,0.0,,,,,,,,False
E12,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,4.0,97.0,right,new_contact_episode,48,7,0,"[118.0, 143.0, 237.0, 248.0]",1.1262183844428197,,,,,,,0,,,,,0,,,0,0,,False,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,,,,,,,,,,,,not_run,discard,contact_points_lt5_after_object_boundary_filter,,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_04_frame_000097_right,,,,,,,,,,,,,,False
E12,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,5.0,98.0,right,new_contact_episode,48,7,109,"[248.0, 194.0, 275.0, 241.0]",4.074753229303543,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,1060,1.0,6725.0,0.5006327700439217,True,4,0.0,contact_part_mask,26,0,contact_part_local_affine,False,0.9124999999999999,36,16,16,1.0,0.3379944860935211,4,0.0,13433.0,success,99,0.34195768265117316,,85.0,earliest_reliable_tracked_reference_no_pre_gap;target_aware_clean_rank,13.0,contact_part_local_affine,success,4,0.0,0.0,1.0,0.012335526315789474,0.10422094841063054,0.0,0.08921933085501858,0.0,0.0,0.6813103677565956,target_partially_occluded,1.6886410532103153,tier_3_target_partially_occluded,,,,,,,success,keep,,7.675501218627509,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/vrb_style_affordance.png,6.0,0.0,"[138.05, 145.28, 270.65, 245.83]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_05_frame_000098_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E12,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79,126,78.0,125.0,6.0,99.0,right,new_contact_episode,48,7,59,"[252.0, 193.0, 277.0, 222.0]",2.8654014659123415,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,560,1.0,1519.0,1.0,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,False,0.9655882352941177,36,34,25,0.7352941176470589,0.30547118186950684,5,0.0,1519.0,success,100,0.34195768265117316,,93.0,earliest_reliable_tracked_reference_no_pre_gap;target_aware_clean_rank,6.0,contact_part_local_affine,success,5,0.0,0.031733333333333336,2.0,0.0234289336622807,0.2672811059907834,0.031733333333333336,0.2672811059907834,0.0,0.0,0.39690298135737034,target_occluded_by_hand,-2.350653596435435,tier_4_target_occluded_by_hand,,,,,,,success,keep,,3.872634402404123,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/vrb_style_affordance.png,6.0,0.0,"[248.88, 197.88, 279.71, 246.69]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_00_P01_109_0/candidate_06_frame_000099_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E12,1,P01_109_1,open rucksack,open,rucksack,['rucksack'],153,226,152.0,225.0,0.0,161.0,right,new_contact_episode,97,12,166,"[168.0, 103.0, 309.0, 254.0]",3.180574077954854,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,10059,0.6466315248135768,9154.0,0.43281323877068556,True,4,0.0,contact_part_mask,26,0,contact_part_local_affine,False,0.9052777777777778,36,36,34,0.9444444444444444,0.7751402258872986,4,0.0,21150.0,success,162,0.34195768265117316,,160.0,pre_contact_gap_tracked_reference;target_aware_clean_rank,1.0,contact_part_local_affine,success,4,0.0,0.2076888888888889,2.0,0.052948533442982455,0.29224586288416077,0.2076888888888889,0.19947563906488966,0.0,0.0,0.5453865875786581,target_occluded_by_hand,-2.3200606304506746,tier_4_target_occluded_by_hand,,,,,,,success,keep,,3.660296273883819,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/vrb_style_affordance.png,6.0,0.0,"[167.94, 103.67, 308.72, 254.37]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_00_frame_000161_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E12,1,P01_109_1,open rucksack,open,rucksack,['rucksack'],153,226,152.0,225.0,1.0,166.0,right,new_contact_episode,97,12,102,"[167.0, 95.0, 304.0, 255.0]",3.163814324348027,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,10010,0.6409681757059614,9136.0,0.4324119651647103,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,False,1.0,36,35,35,1.0,0.393664687871933,5,0.0,21128.0,success,167,0.34195768265117316,,165.0,pre_contact_gap_tracked_reference;target_aware_clean_rank,1.0,contact_part_local_affine,success,5,0.0,0.2474222222222222,2.0,0.054284882127192985,0.27565316168118137,0.2474222222222222,0.2456217162872154,0.0,0.0,0.4735948430463325,target_occluded_by_hand,-2.3859963877660575,tier_4_target_occluded_by_hand,,,,,,,success,keep,,4.096193671597783,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/vrb_style_affordance.png,6.0,0.0,"[167.81, 99.04, 306.92, 251.45]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_01_frame_000166_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E12,1,P01_109_1,open rucksack,open,rucksack,['rucksack'],153,226,152.0,225.0,2.0,167.0,right,new_contact_episode,97,12,84,"[167.0, 94.0, 306.0, 256.0]",3.1969938726668183,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,7911,0.4994633499589621,9180.0,0.43449450965543357,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,False,1.0,36,36,36,1.0,0.7700536251068115,5,0.0,21128.0,success,168,0.34195768265117316,,165.0,pre_contact_gap_tracked_reference;target_aware_clean_rank,2.0,contact_part_local_affine,success,5,0.0,0.2523111111111111,2.0,0.054284882127192985,0.27565316168118137,0.2523111111111111,0.24694989106753812,0.0,0.0,0.47221158883007114,target_occluded_by_hand,-2.3883871023706384,tier_4_target_occluded_by_hand,,,,,,,success,keep,,4.076511288876156,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/vrb_style_affordance.png,6.0,0.0,"[167.77, 99.01, 307.27, 251.45]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_01_P01_109_1/candidate_02_frame_000167_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
