experiment_id,experiment_name,subaction_index,narration_id,narration,verb,noun,all_nouns,frames_1_based,subaction_new_contact_count,candidates,cell2_pass,ref_found,homography_available,geometry_pass,heatmap_pass,final_samples,best_frame_0_based,best_ref_idx,best_score,best_sample_dir,best_episode_contact_start_frame_0_based,best_candidate_frame_offset_from_episode_start,main_failure,episode_decision,episode_final_label,episode_id,episode_reason
E18,E18_hybrid_min_iou_reference,0,P01_109_0,grab rucksack,grab,rucksack,['rucksack'],79-126,1,1,1,1,0,0,0,0,,,,,,,pairwise_homography_low_quality_f93_to_f92,new_contact_episode,new_contact_episode,,first_smoothed_contact_run_start_within_subaction
E18,E18_hybrid_min_iou_reference,1,P01_109_1,open rucksack,open,rucksack,['rucksack'],153-226,1,1,1,1,0,0,0,0,,,,,,,pairwise_homography_low_quality_f161_to_f160,new_contact_episode,new_contact_episode,,first_smoothed_contact_run_start_within_subaction
E18,E18_hybrid_min_iou_reference,2,P01_109_2,pick up eggs,pick-up,egg,['egg'],252-319,1,1,0,0,0,0,0,0,,,,,,,contact_points_lt5_after_object_boundary_filter,new_contact_episode,new_contact_episode,,first_smoothed_contact_run_start_within_subaction
E18,E18_hybrid_min_iou_reference,3,P01_109_3,put down eggs,put-down,egg,['egg'],319-374,1,1,1,1,1,0,0,0,,,,,,,trajectory_out_of_bounds_t+3,new_contact_episode,new_contact_episode,,first_smoothed_contact_run_start_within_subaction
E18,E18_hybrid_min_iou_reference,4,P01_109_4,pick up onion and potato,pick-up,onion,"['onion', 'potato']",424-475,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E18,E18_hybrid_min_iou_reference,5,P01_109_5,put down onion and potato,put-down,onion,"['onion', 'potato']",480-523,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E18,E18_hybrid_min_iou_reference,6,P01_109_8,pick up potato,pick-up,potato,['potato'],500-622,1,1,1,1,1,1,1,1,527.0,511.0,5.8662093862815885,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e18/experiments/E18/pipeline_outputs/subaction_06_P01_109_8/episode_01_right/frame_000527_right,527.0,0.0,,new_contact_episode,new_contact_episode,,first_smoothed_contact_run_start_within_subaction
E18,E18_hybrid_min_iou_reference,7,P01_109_6,pick up potatoes,pick-up,potato,['potato'],543-579,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E18,E18_hybrid_min_iou_reference,8,P01_109_7,put down potatoes,put-down,potato,['potato'],550-734,1,1,1,1,0,0,0,0,,,,,,,pairwise_homography_low_quality_f630_to_f629,new_contact_episode,new_contact_episode,,first_smoothed_contact_run_start_within_subaction
E18,E18_hybrid_min_iou_reference,9,P01_109_9,put down potato,put-down,potato,['potato'],625-752,1,1,1,1,0,0,0,0,,,,,,,pairwise_homography_low_quality_f630_to_f629,new_contact_episode,new_contact_episode,,first_smoothed_contact_run_start_within_subaction
